pais_residencia,nomprov,ind_empleado,segmento,sexo,age_group,renta
ES,CANTABRIA,N,01 - TOP,V,2,64786.17
ES,CANTABRIA,N,01 - TOP,V,3,80606.82
ES,CANTABRIA,N,01 - TOP,V,4,115797.72
ES,CANTABRIA,N,01 - TOP,V,5,102457.02
ES,CANTABRIA,N,01 - TOP,V,6,124908.75
ES,CANTABRIA,N,02 - PARTICULARES,H,0,82850.64
ES,CANTABRIA,N,02 - PARTICULARES,H,1,98190.42
ES,CANTABRIA,N,02 - PARTICULARES,H,2,92688.66
ES,CANTABRIA,N,02 - PARTICULARES,H,3,89846.31
ES,CANTABRIA,N,02 - PARTICULARES,H,4,96630.48
ES,CANTABRIA,N,02 - PARTICULARES,H,5,95941.5
ES,CANTABRIA,N,02 - PARTICULARES,H,6,103271.85
ES,CANTABRIA,N,02 - PARTICULARES,V,0,84017.91
ES,CANTABRIA,N,02 - PARTICULARES,V,1,100455.66
ES,CANTABRIA,N,02 - PARTICULARES,V,2,81883.23
ES,CANTABRIA,N,02 - PARTICULARES,V,3,93480.09
ES,CANTABRIA,N,02 - PARTICULARES,V,4,95648.79
ES,CANTABRIA,N,02 - PARTICULARES,V,5,102895.8
ES,CANTABRIA,N,02 - PARTICULARES,V,6,110182.47
ES,CANTABRIA,N,03 - UNIVERSITARIO,H,0,89834.82
ES,CANTABRIA,N,03 - UNIVERSITARIO,H,1,85904.7
ES,CANTABRIA,N,03 - UNIVERSITARIO,H,2,81662.94
ES,CANTABRIA,N,03 - UNIVERSITARIO,H,3,88447.17
ES,CANTABRIA,N,03 - UNIVERSITARIO,H,4,86049.69
ES,CANTABRIA,N,03 - UNIVERSITARIO,V,0,92798.7
ES,CANTABRIA,N,03 - UNIVERSITARIO,V,1,89551.2
ES,CANTABRIA,N,03 - UNIVERSITARIO,V,2,103820.79
ES,CANTABRIA,N,03 - UNIVERSITARIO,V,3,91158.6
ES,CANTABRIA,N,03 - UNIVERSITARIO,V,4,92782.68
ES,CANTABRIA,N,03 - UNIVERSITARIO,V,5,153937.2
ES,CASTELLON,N,01 - TOP,H,3,76848.27
ES,CASTELLON,N,01 - TOP,H,4,85847.49
ES,CASTELLON,N,01 - TOP,H,5,88111.32
ES,CASTELLON,N,01 - TOP,H,6,55647.3
ES,CASTELLON,N,01 - TOP,V,3,78251.22
ES,CASTELLON,N,01 - TOP,V,4,85586.7
ES,CASTELLON,N,01 - TOP,V,5,79060.23
ES,CASTELLON,N,01 - TOP,V,6,142020.81
ES,CASTELLON,N,02 - PARTICULARES,H,0,60860.13
ES,CASTELLON,N,02 - PARTICULARES,H,1,66586.83
ES,CASTELLON,N,02 - PARTICULARES,H,2,62199.69
ES,CASTELLON,N,02 - PARTICULARES,H,3,62249.49
ES,CASTELLON,N,02 - PARTICULARES,H,4,69447.15
ES,CASTELLON,N,02 - PARTICULARES,H,5,65954.22
ES,CASTELLON,N,02 - PARTICULARES,H,6,72545.94
ES,CASTELLON,N,02 - PARTICULARES,V,0,60760.23
ES,CASTELLON,N,02 - PARTICULARES,V,1,60672.36
ES,CASTELLON,N,02 - PARTICULARES,V,2,56448.3
ES,CASTELLON,N,02 - PARTICULARES,V,3,65113.59
ES,CASTELLON,N,02 - PARTICULARES,V,4,66761.43
ES,CASTELLON,N,02 - PARTICULARES,V,5,66347.07
ES,CASTELLON,N,02 - PARTICULARES,V,6,80716.38
ES,CASTELLON,N,03 - UNIVERSITARIO,H,0,65721.15
ES,CASTELLON,N,03 - UNIVERSITARIO,H,1,63983.55
ES,CASTELLON,N,03 - UNIVERSITARIO,H,2,61383.3
ES,CASTELLON,N,03 - UNIVERSITARIO,H,3,61087.11
ES,CASTELLON,N,03 - UNIVERSITARIO,H,4,63814.77
ES,CASTELLON,N,03 - UNIVERSITARIO,V,0,67478.19
ES,CASTELLON,N,03 - UNIVERSITARIO,V,1,66839.4
ES,CASTELLON,N,03 - UNIVERSITARIO,V,2,65920.56
ES,CASTELLON,N,03 - UNIVERSITARIO,V,3,64557.99
ES,CASTELLON,N,03 - UNIVERSITARIO,V,4,66631.65
ES,CEUTA,N,01 - TOP,H,3,183735.36
ES,CEUTA,N,01 - TOP,H,4,170899.635
ES,CEUTA,N,01 - TOP,H,5,169036.92
ES,CEUTA,N,01 - TOP,H,6,124158.42
ES,CEUTA,N,01 - TOP,V,3,55306.65
ES,CEUTA,N,01 - TOP,V,4,124158.42
ES,CEUTA,N,01 - TOP,V,5,124441.53
ES,CEUTA,N,01 - TOP,V,6,176916.96
ES,CEUTA,N,02 - PARTICULARES,H,0,124441.53
ES,CEUTA,N,02 - PARTICULARES,H,1,133334.19
ES,CEUTA,N,02 - PARTICULARES,H,2,141556.08
ES,CEUTA,N,02 - PARTICULARES,H,3,144181.26
ES,CEUTA,N,02 - PARTICULARES,H,4,120702.93
ES,CEUTA,N,02 - PARTICULARES,H,5,116063.79
ES,CEUTA,N,02 - PARTICULARES,H,6,190865.82
ES,CEUTA,N,02 - PARTICULARES,V,0,106008.24
ES,CEUTA,N,02 - PARTICULARES,V,1,124441.53
ES,CEUTA,N,02 - PARTICULARES,V,2,107350.56
ES,CEUTA,N,02 - PARTICULARES,V,3,96820.47
ES,CEUTA,N,02 - PARTICULARES,V,4,121494.48
ES,CEUTA,N,02 - PARTICULARES,V,5,136948.53
ES,CEUTA,N,02 - PARTICULARES,V,6,126482.22
ES,CEUTA,N,03 - UNIVERSITARIO,H,0,138001.95
ES,CEUTA,N,03 - UNIVERSITARIO,H,1,132863.04
ES,CEUTA,N,03 - UNIVERSITARIO,H,2,66464.82
ES,CEUTA,N,03 - UNIVERSITARIO,H,3,141556.08
ES,CEUTA,N,03 - UNIVERSITARIO,H,4,141020.505
ES,CEUTA,N,03 - UNIVERSITARIO,V,0,150865.74
ES,CEUTA,N,03 - UNIVERSITARIO,V,1,132672.99
ES,CEUTA,N,03 - UNIVERSITARIO,V,2,183199.02
ES,CEUTA,N,03 - UNIVERSITARIO,V,3,839403.33
ES,CEUTA,N,03 - UNIVERSITARIO,V,4,147377.445
ES,CIUDAD REAL,A,02 - PARTICULARES,V,4,88374.45
ES,CIUDAD REAL,N,01 - TOP,H,3,60167.58
ES,CIUDAD REAL,N,01 - TOP,H,4,71369.37
ES,CIUDAD REAL,N,01 - TOP,H,5,71369.37
ES,CIUDAD REAL,N,01 - TOP,H,6,63446.25
ES,CIUDAD REAL,N,01 - TOP,V,3,80969.1
ES,CIUDAD REAL,N,01 - TOP,V,4,71734.2
ES,CIUDAD REAL,N,01 - TOP,V,5,69597.18
ES,CIUDAD REAL,N,01 - TOP,V,6,74449.02
ES,CIUDAD REAL,N,02 - PARTICULARES,H,0,63478.11
ES,CIUDAD REAL,N,02 - PARTICULARES,H,1,66983.97
ES,CIUDAD REAL,N,02 - PARTICULARES,H,2,59004.24
ES,CIUDAD REAL,N,02 - PARTICULARES,H,3,64358.7
ES,CIUDAD REAL,N,02 - PARTICULARES,H,4,65597.79
ES,CIUDAD REAL,N,02 - PARTICULARES,H,5,64386.84
ES,CIUDAD REAL,N,02 - PARTICULARES,H,6,67193.31
ES,CIUDAD REAL,N,02 - PARTICULARES,V,0,64032.42
ES,CIUDAD REAL,N,02 - PARTICULARES,V,1,53633.46
ES,CIUDAD REAL,N,02 - PARTICULARES,V,2,68515.77
ES,CIUDAD REAL,N,02 - PARTICULARES,V,3,63092.67
ES,CIUDAD REAL,N,02 - PARTICULARES,V,4,65548.08
ES,CIUDAD REAL,N,02 - PARTICULARES,V,5,69084.75
ES,CIUDAD REAL,N,02 - PARTICULARES,V,6,66795.39
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,H,0,60086.865
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,H,1,58601.85
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,H,2,57235.29
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,H,3,60248.37
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,H,4,59049.3
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,V,0,60988.74
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,V,1,60781.44
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,V,2,64620.57
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,V,3,58622.61
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,V,4,61541.76
ES,CIUDAD REAL,N,03 - UNIVERSITARIO,V,5,78062.19
ES,CORDOBA,N,01 - TOP,H,2,52933.83
ES,CORDOBA,N,01 - TOP,H,3,47166.0
ES,CORDOBA,N,01 - TOP,H,4,75142.11
ES,CORDOBA,N,01 - TOP,H,5,80632.74
ES,CORDOBA,N,01 - TOP,H,6,66611.1
ES,CORDOBA,N,01 - TOP,V,3,62340.33
ES,CORDOBA,N,01 - TOP,V,4,72879.93
ES,CORDOBA,N,01 - TOP,V,5,93745.44
ES,CORDOBA,N,01 - TOP,V,6,79018.17
ES,CORDOBA,N,02 - PARTICULARES,H,0,77883.0
ES,CORDOBA,N,02 - PARTICULARES,H,1,93272.4
ES,CORDOBA,N,02 - PARTICULARES,H,2,62110.74
ES,CORDOBA,N,02 - PARTICULARES,H,3,70647.66
ES,CORDOBA,N,02 - PARTICULARES,H,4,78685.23
ES,CORDOBA,N,02 - PARTICULARES,H,5,79512.69
ES,CORDOBA,N,02 - PARTICULARES,H,6,88262.85
ES,CORDOBA,N,02 - PARTICULARES,V,0,68805.9
ES,CORDOBA,N,02 - PARTICULARES,V,1,67558.545
ES,CORDOBA,N,02 - PARTICULARES,V,2,61019.31
ES,CORDOBA,N,02 - PARTICULARES,V,3,66929.37
ES,CORDOBA,N,02 - PARTICULARES,V,4,73795.89
ES,CORDOBA,N,02 - PARTICULARES,V,5,79682.52
ES,CORDOBA,N,02 - PARTICULARES,V,6,85587.84
ES,CORDOBA,N,03 - UNIVERSITARIO,H,0,61688.31
ES,CORDOBA,N,03 - UNIVERSITARIO,H,1,62457.15
ES,CORDOBA,N,03 - UNIVERSITARIO,H,2,62121.9
ES,CORDOBA,N,03 - UNIVERSITARIO,H,3,69077.7
ES,CORDOBA,N,03 - UNIVERSITARIO,H,4,62121.9
ES,CORDOBA,N,03 - UNIVERSITARIO,V,0,70393.68
ES,CORDOBA,N,03 - UNIVERSITARIO,V,1,67968.51
ES,CORDOBA,N,03 - UNIVERSITARIO,V,2,66704.49
ES,CORDOBA,N,03 - UNIVERSITARIO,V,3,73612.26
ES,CORDOBA,N,03 - UNIVERSITARIO,V,4,68002.86
ES,CORDOBA,N,03 - UNIVERSITARIO,V,5,89760.51
ES,"CORUÑA, A",F,02 - PARTICULARES,H,4,178816.17
ES,"CORUÑA, A",N,01 - TOP,H,0,141386.37
ES,"CORUÑA, A",N,01 - TOP,H,1,144355.53
ES,"CORUÑA, A",N,01 - TOP,H,3,98450.46
ES,"CORUÑA, A",N,01 - TOP,H,4,107802.33
ES,"CORUÑA, A",N,01 - TOP,H,5,119129.34
ES,"CORUÑA, A",N,01 - TOP,H,6,120729.3
ES,"CORUÑA, A",N,01 - TOP,V,0,78290.31
ES,"CORUÑA, A",N,01 - TOP,V,3,107201.19
ES,"CORUÑA, A",N,01 - TOP,V,4,107201.19
ES,"CORUÑA, A",N,01 - TOP,V,5,108119.64
ES,"CORUÑA, A",N,01 - TOP,V,6,120586.65
ES,"CORUÑA, A",N,02 - PARTICULARES,H,0,83775.42
ES,"CORUÑA, A",N,02 - PARTICULARES,H,1,99137.52
ES,"CORUÑA, A",N,02 - PARTICULARES,H,2,99581.04
ES,"CORUÑA, A",N,02 - PARTICULARES,H,3,93444.87
ES,"CORUÑA, A",N,02 - PARTICULARES,H,4,100739.73
ES,"CORUÑA, A",N,02 - PARTICULARES,H,5,108660.48
ES,"CORUÑA, A",N,02 - PARTICULARES,H,6,121425.12
ES,"CORUÑA, A",N,02 - PARTICULARES,V,0,90306.63
ES,"CORUÑA, A",N,02 - PARTICULARES,V,1,103302.06
ES,"CORUÑA, A",N,02 - PARTICULARES,V,2,92318.55
ES,"CORUÑA, A",N,02 - PARTICULARES,V,3,93716.28
ES,"CORUÑA, A",N,02 - PARTICULARES,V,4,99497.19
ES,"CORUÑA, A",N,02 - PARTICULARES,V,5,103996.32
ES,"CORUÑA, A",N,02 - PARTICULARES,V,6,121615.92
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,H,0,93043.215
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,H,1,93414.33
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,H,2,91639.74
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,H,3,94198.83
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,H,4,93645.18
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,V,0,97419.66
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,V,1,96075.33
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,V,2,99208.35
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,V,3,93272.67
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,V,4,97639.32
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,V,5,105167.295
ES,"CORUÑA, A",N,03 - UNIVERSITARIO,V,6,254720.22
ES,CUENCA,N,01 - TOP,H,3,91605.69
ES,CUENCA,N,01 - TOP,H,4,60595.89
ES,CUENCA,N,01 - TOP,H,5,79909.59
ES,CUENCA,N,01 - TOP,H,6,77120.73
ES,CUENCA,N,01 - TOP,V,3,62836.05
ES,CUENCA,N,01 - TOP,V,4,83955.75
ES,CUENCA,N,01 - TOP,V,5,73150.53
ES,CUENCA,N,01 - TOP,V,6,76494.54
ES,CUENCA,N,02 - PARTICULARES,H,0,45420.63
ES,CUENCA,N,02 - PARTICULARES,H,1,53540.76
ES,CUENCA,N,02 - PARTICULARES,H,2,60400.545
ES,CUENCA,N,02 - PARTICULARES,H,3,67109.34
ES,CUENCA,N,02 - PARTICULARES,H,4,76972.23
ES,CUENCA,N,02 - PARTICULARES,H,5,73046.16
ES,CUENCA,N,02 - PARTICULARES,H,6,61457.1
ES,CUENCA,N,02 - PARTICULARES,V,0,61634.34
ES,CUENCA,N,02 - PARTICULARES,V,1,70408.32
ES,CUENCA,N,02 - PARTICULARES,V,2,68826.84
ES,CUENCA,N,02 - PARTICULARES,V,3,67029.66
ES,CUENCA,N,02 - PARTICULARES,V,4,68430.33
ES,CUENCA,N,02 - PARTICULARES,V,5,73055.4
ES,CUENCA,N,02 - PARTICULARES,V,6,58318.71
ES,CUENCA,N,03 - UNIVERSITARIO,H,0,63818.88
ES,CUENCA,N,03 - UNIVERSITARIO,H,1,63448.5
ES,CUENCA,N,03 - UNIVERSITARIO,H,2,65001.54
ES,CUENCA,N,03 - UNIVERSITARIO,H,3,75181.59
ES,CUENCA,N,03 - UNIVERSITARIO,H,4,65186.4
ES,CUENCA,N,03 - UNIVERSITARIO,V,0,69382.14
ES,CUENCA,N,03 - UNIVERSITARIO,V,1,63779.49
ES,CUENCA,N,03 - UNIVERSITARIO,V,2,70067.7
ES,CUENCA,N,03 - UNIVERSITARIO,V,3,74178.3
ES,CUENCA,N,03 - UNIVERSITARIO,V,4,68359.83
ES,GIPUZKOA,N,01 - TOP,H,3,290679.69
ES,GIPUZKOA,N,02 - PARTICULARES,H,1,80599.14
ES,GIPUZKOA,N,02 - PARTICULARES,H,3,36262.53
ES,GIPUZKOA,N,02 - PARTICULARES,H,4,80599.14
ES,GIPUZKOA,N,02 - PARTICULARES,H,5,40653.75
ES,GIPUZKOA,N,02 - PARTICULARES,V,1,313385.07
ES,GIPUZKOA,N,02 - PARTICULARES,V,3,78266.04
ES,GIPUZKOA,N,02 - PARTICULARES,V,5,74153.28
ES,GIPUZKOA,N,03 - UNIVERSITARIO,H,0,106817.13
ES,GIPUZKOA,N,03 - UNIVERSITARIO,V,1,387346.17
ES,GIPUZKOA,N,03 - UNIVERSITARIO,V,3,120964.47
ES,GIRONA,N,01 - TOP,H,0,43677.81
ES,GIRONA,N,01 - TOP,H,3,59318.82
ES,GIRONA,N,01 - TOP,H,4,133742.16
ES,GIRONA,N,01 - TOP,H,5,185815.425
ES,GIRONA,N,01 - TOP,H,6,137233.53
ES,GIRONA,N,01 - TOP,V,3,52965.36
ES,GIRONA,N,01 - TOP,V,4,108070.65
ES,GIRONA,N,01 - TOP,V,5,123476.73
ES,GIRONA,N,01 - TOP,V,6,126061.47
ES,GIRONA,N,02 - PARTICULARES,H,0,96030.6
ES,GIRONA,N,02 - PARTICULARES,H,1,99547.905
ES,GIRONA,N,02 - PARTICULARES,H,2,92841.84
ES,GIRONA,N,02 - PARTICULARES,H,3,96622.11
ES,GIRONA,N,02 - PARTICULARES,H,4,108558.03
ES,GIRONA,N,02 - PARTICULARES,H,5,113000.28
ES,GIRONA,N,02 - PARTICULARES,H,6,124728.81
ES,GIRONA,N,02 - PARTICULARES,V,0,129639.84
ES,GIRONA,N,02 - PARTICULARES,V,1,105609.9
ES,GIRONA,N,02 - PARTICULARES,V,2,83405.76
ES,GIRONA,N,02 - PARTICULARES,V,3,94083.21
ES,GIRONA,N,02 - PARTICULARES,V,4,100582.38
ES,GIRONA,N,02 - PARTICULARES,V,5,100436.13
ES,GIRONA,N,02 - PARTICULARES,V,6,124163.49
ES,GIRONA,N,03 - UNIVERSITARIO,H,0,119234.1
ES,GIRONA,N,03 - UNIVERSITARIO,H,1,114005.34
ES,GIRONA,N,03 - UNIVERSITARIO,H,2,95042.4
ES,GIRONA,N,03 - UNIVERSITARIO,H,3,116175.87
ES,GIRONA,N,03 - UNIVERSITARIO,H,4,111728.46
ES,GIRONA,N,03 - UNIVERSITARIO,V,0,118433.37
ES,GIRONA,N,03 - UNIVERSITARIO,V,1,114643.53
ES,GIRONA,N,03 - UNIVERSITARIO,V,2,114016.17
ES,GIRONA,N,03 - UNIVERSITARIO,V,3,115810.05
ES,GIRONA,N,03 - UNIVERSITARIO,V,4,114543.87
ES,GIRONA,N,03 - UNIVERSITARIO,V,5,175894.11
ES,GRANADA,N,01 - TOP,H,0,145613.43
ES,GRANADA,N,01 - TOP,H,1,145613.43
ES,GRANADA,N,01 - TOP,H,2,114072.93
ES,GRANADA,N,01 - TOP,H,3,87022.05
ES,GRANADA,N,01 - TOP,H,4,98715.21
ES,GRANADA,N,01 - TOP,H,5,111628.83
ES,GRANADA,N,01 - TOP,H,6,119678.61
ES,GRANADA,N,01 - TOP,V,2,83817.06
ES,GRANADA,N,01 - TOP,V,3,98392.83
ES,GRANADA,N,01 - TOP,V,4,95570.49
ES,GRANADA,N,01 - TOP,V,5,91883.43
ES,GRANADA,N,01 - TOP,V,6,118832.37
ES,GRANADA,N,02 - PARTICULARES,H,0,89431.71
ES,GRANADA,N,02 - PARTICULARES,H,1,84175.68
ES,GRANADA,N,02 - PARTICULARES,H,2,81090.0
ES,GRANADA,N,02 - PARTICULARES,H,3,79550.4
ES,GRANADA,N,02 - PARTICULARES,H,4,87470.73
ES,GRANADA,N,02 - PARTICULARES,H,5,88291.74
ES,GRANADA,N,02 - PARTICULARES,H,6,97832.58
ES,GRANADA,N,02 - PARTICULARES,V,0,83187.09
ES,GRANADA,N,02 - PARTICULARES,V,1,75836.58
ES,GRANADA,N,02 - PARTICULARES,V,2,76590.69
ES,GRANADA,N,02 - PARTICULARES,V,3,76200.54
ES,GRANADA,N,02 - PARTICULARES,V,4,83578.08
ES,GRANADA,N,02 - PARTICULARES,V,5,84547.89
ES,GRANADA,N,02 - PARTICULARES,V,6,97306.56
ES,GRANADA,N,03 - UNIVERSITARIO,H,0,78893.52
ES,GRANADA,N,03 - UNIVERSITARIO,H,1,78945.42
ES,GRANADA,N,03 - UNIVERSITARIO,H,2,76526.7
ES,GRANADA,N,03 - UNIVERSITARIO,H,3,80389.35
ES,GRANADA,N,03 - UNIVERSITARIO,H,4,78790.41
ES,GRANADA,N,03 - UNIVERSITARIO,H,5,103179.855
ES,GRANADA,N,03 - UNIVERSITARIO,V,0,80427.66
ES,GRANADA,N,03 - UNIVERSITARIO,V,1,76943.07
ES,GRANADA,N,03 - UNIVERSITARIO,V,2,78782.22
ES,GRANADA,N,03 - UNIVERSITARIO,V,3,88611.12
ES,GRANADA,N,03 - UNIVERSITARIO,V,4,79648.41
ES,GRANADA,N,03 - UNIVERSITARIO,V,5,132875.07
ES,GRANADA,N,03 - UNIVERSITARIO,V,6,297599.58
ES,GUADALAJARA,F,02 - PARTICULARES,V,4,143443.98
ES,GUADALAJARA,N,01 - TOP,H,3,89153.55
ES,GUADALAJARA,N,01 - TOP,H,4,89131.92
ES,GUADALAJARA,N,01 - TOP,H,5,78356.16
ES,GUADALAJARA,N,01 - TOP,H,6,86137.8
ES,GUADALAJARA,N,01 - TOP,V,2,134211.84
ES,GUADALAJARA,N,01 - TOP,V,3,112791.87
ES,GUADALAJARA,N,01 - TOP,V,4,98802.84
ES,GUADALAJARA,N,01 - TOP,V,5,104176.98
ES,GUADALAJARA,N,01 - TOP,V,6,96086.13
ES,GUADALAJARA,N,02 - PARTICULARES,H,0,81797.61
ES,GUADALAJARA,N,02 - PARTICULARES,H,1,99134.25
ES,GUADALAJARA,N,02 - PARTICULARES,H,2,80130.48
ES,GUADALAJARA,N,02 - PARTICULARES,H,3,88059.0
ES,GUADALAJARA,N,02 - PARTICULARES,H,4,92480.4
ES,GUADALAJARA,N,02 - PARTICULARES,H,5,94630.77
ES,GUADALAJARA,N,02 - PARTICULARES,H,6,97988.97
ES,GUADALAJARA,N,02 - PARTICULARES,V,0,96859.41
ES,GUADALAJARA,N,02 - PARTICULARES,V,1,96820.47
ES,GUADALAJARA,N,02 - PARTICULARES,V,2,88482.195
ES,GUADALAJARA,N,02 - PARTICULARES,V,3,85095.24
ES,GUADALAJARA,N,02 - PARTICULARES,V,4,92049.06
ES,GUADALAJARA,N,02 - PARTICULARES,V,5,92976.48
ES,GUADALAJARA,N,02 - PARTICULARES,V,6,97988.97
ES,GUADALAJARA,N,03 - UNIVERSITARIO,H,0,86722.92
ES,GUADALAJARA,N,03 - UNIVERSITARIO,H,1,92566.56
ES,GUADALAJARA,N,03 - UNIVERSITARIO,H,2,92859.96
ES,GUADALAJARA,N,03 - UNIVERSITARIO,H,3,90869.04
ES,GUADALAJARA,N,03 - UNIVERSITARIO,H,4,92859.96
ES,GUADALAJARA,N,03 - UNIVERSITARIO,V,0,96306.63
ES,GUADALAJARA,N,03 - UNIVERSITARIO,V,1,95066.76
ES,GUADALAJARA,N,03 - UNIVERSITARIO,V,2,97132.98
ES,GUADALAJARA,N,03 - UNIVERSITARIO,V,3,89973.54
ES,GUADALAJARA,N,03 - UNIVERSITARIO,V,4,97266.81
ES,GUADALAJARA,N,03 - UNIVERSITARIO,V,5,115846.65
ES,HUELVA,N,01 - TOP,H,3,98500.56
ES,HUELVA,N,01 - TOP,H,4,107340.6
ES,HUELVA,N,01 - TOP,H,5,66906.24
ES,HUELVA,N,01 - TOP,H,6,79714.11
ES,HUELVA,N,01 - TOP,V,2,97772.55
ES,HUELVA,N,01 - TOP,V,3,109322.19
ES,HUELVA,N,01 - TOP,V,4,85039.02
ES,HUELVA,N,01 - TOP,V,5,77511.15
ES,HUELVA,N,01 - TOP,V,6,123884.01
ES,HUELVA,N,02 - PARTICULARES,H,0,69109.29
ES,HUELVA,N,02 - PARTICULARES,H,1,71878.92
ES,HUELVA,N,02 - PARTICULARES,H,2,65422.68
ES,HUELVA,N,02 - PARTICULARES,H,3,67059.72
ES,HUELVA,N,02 - PARTICULARES,H,4,72398.97
ES,HUELVA,N,02 - PARTICULARES,H,5,74986.53
ES,HUELVA,N,02 - PARTICULARES,H,6,77197.41
ES,HUELVA,N,02 - PARTICULARES,V,0,77128.95
ES,HUELVA,N,02 - PARTICULARES,V,1,60273.75
ES,HUELVA,N,02 - PARTICULARES,V,2,64196.37
ES,HUELVA,N,02 - PARTICULARES,V,3,66850.5
ES,HUELVA,N,02 - PARTICULARES,V,4,69791.82
ES,HUELVA,N,02 - PARTICULARES,V,5,75795.48
ES,HUELVA,N,02 - PARTICULARES,V,6,75213.15
ES,HUELVA,N,03 - UNIVERSITARIO,H,0,67877.46
ES,HUELVA,N,03 - UNIVERSITARIO,H,1,65638.53
ES,HUELVA,N,03 - UNIVERSITARIO,H,2,65992.35
ES,HUELVA,N,03 - UNIVERSITARIO,H,3,69678.21
ES,HUELVA,N,03 - UNIVERSITARIO,H,4,66013.59
ES,HUELVA,N,03 - UNIVERSITARIO,V,0,69750.45
ES,HUELVA,N,03 - UNIVERSITARIO,V,1,68903.37
ES,HUELVA,N,03 - UNIVERSITARIO,V,2,71376.9
ES,HUELVA,N,03 - UNIVERSITARIO,V,3,71437.59
ES,HUELVA,N,03 - UNIVERSITARIO,V,4,69339.99
ES,HUELVA,N,03 - UNIVERSITARIO,V,5,24331.62
ES,HUELVA,N,03 - UNIVERSITARIO,V,6,172807.26
ES,HUESCA,N,01 - TOP,H,3,113482.14
ES,HUESCA,N,01 - TOP,H,4,106714.05
ES,HUESCA,N,01 - TOP,H,5,166326.06
ES,HUESCA,N,01 - TOP,H,6,125227.41
ES,HUESCA,N,01 - TOP,V,3,54487.41
ES,HUESCA,N,01 - TOP,V,4,75310.41
ES,HUESCA,N,01 - TOP,V,5,75071.16
ES,HUESCA,N,01 - TOP,V,6,82052.64
ES,HUESCA,N,02 - PARTICULARES,H,0,77063.55
ES,HUESCA,N,02 - PARTICULARES,H,1,84981.6
ES,HUESCA,N,02 - PARTICULARES,H,2,67388.16
ES,HUESCA,N,02 - PARTICULARES,H,3,73870.41
ES,HUESCA,N,02 - PARTICULARES,H,4,73978.47
ES,HUESCA,N,02 - PARTICULARES,H,5,75873.03
ES,HUESCA,N,02 - PARTICULARES,H,6,84660.0
ES,HUESCA,N,02 - PARTICULARES,V,0,91558.02
ES,HUESCA,N,02 - PARTICULARES,V,1,60000.12
ES,HUESCA,N,02 - PARTICULARES,V,2,74533.62
ES,HUESCA,N,02 - PARTICULARES,V,3,76321.89
ES,HUESCA,N,02 - PARTICULARES,V,4,73721.04
ES,HUESCA,N,02 - PARTICULARES,V,5,76909.11
ES,HUESCA,N,02 - PARTICULARES,V,6,83405.28
ES,HUESCA,N,03 - UNIVERSITARIO,H,0,73117.44
ES,HUESCA,N,03 - UNIVERSITARIO,H,1,70725.48
ES,HUESCA,N,03 - UNIVERSITARIO,H,2,75835.62
ES,HUESCA,N,03 - UNIVERSITARIO,H,3,63812.73
ES,HUESCA,N,03 - UNIVERSITARIO,H,4,71116.59
ES,HUESCA,N,03 - UNIVERSITARIO,H,6,77462.61
ES,HUESCA,N,03 - UNIVERSITARIO,V,0,73795.68
ES,HUESCA,N,03 - UNIVERSITARIO,V,1,67832.46
ES,HUESCA,N,03 - UNIVERSITARIO,V,2,73777.8
ES,HUESCA,N,03 - UNIVERSITARIO,V,3,71984.52
ES,HUESCA,N,03 - UNIVERSITARIO,V,4,70818.0
ES,HUESCA,N,03 - UNIVERSITARIO,V,5,71026.185
ES,JAEN,N,01 - TOP,H,0,111477.39
ES,JAEN,N,01 - TOP,H,3,91577.67
ES,JAEN,N,01 - TOP,H,4,97835.85
ES,JAEN,N,01 - TOP,H,5,59703.39
ES,JAEN,N,01 - TOP,H,6,66031.65
ES,JAEN,N,01 - TOP,V,3,67508.94
ES,JAEN,N,01 - TOP,V,4,67187.07
ES,JAEN,N,01 - TOP,V,5,64946.04
ES,JAEN,N,01 - TOP,V,6,83513.16
ES,JAEN,N,02 - PARTICULARES,H,0,67464.825
ES,JAEN,N,02 - PARTICULARES,H,1,65540.79
ES,JAEN,N,02 - PARTICULARES,H,2,63305.1
ES,JAEN,N,02 - PARTICULARES,H,3,71140.59
ES,JAEN,N,02 - PARTICULARES,H,4,69795.66
